name,description,address,website,url
Broom House at Egton Bridge,"Broom House is a guest house in Egton Bridge. An excellent place to stay in all seasons at the heart of the Esk Valley. Egton Bridge is considered to be one of the prettiest villages in North Yorkshire. The house is surrounded by wonderful scenery and is an excellent base from which to explore the North Yorkshire Moors, Scarborough, Whitby, Filey, Robin Hood's Bay and Staithes.","Broom House Lane, Egton, Whitby, North Yorkshire, YO21 1XD",https://www.verysecureweb.com/hotel/sql_broom/,https://www.yorkshire.com/view/accommodation/whitby/broom-house-at-egton-bridge-2042161
Brompton Lakes,"Situated just two miles from the historic town of Richmond, Brompton Lakes provides a limited number of luxury self catering holiday lodges built on the shores of two private lakes. Surrounded by woodland and open countryside, the lodges occupy a quiet location on the banks of the River Swale.","Brompton Lakes, Easby, Richmond, North Yorkshire, DL10 7EJ",https://www.holidayathome.co.uk/accommodation/brompton-lakes,https://www.yorkshire.com/view/accommodation/richmond/brompton-lakes-858894
Burton Constable Holiday Park & Arboretum,Burton Constable Holiday Park and Arboretum is situated in the village of Sproatley near Hull. ,"The Old Lodges, Sproatley, East Yorkshire, East Riding Of Yorkshire, HU11 4LN",http://www.burtonconstable.co.uk,https://www.yorkshire.com/view/accommodation/east-yorkshire/burton-constable-holiday-park-and-arboretum-107595
Carlton House Scarborough,"Carlton House is a family run, budget boutique, pet-friendly Guesthouse. This beautiful Victorian building is situated on the South Cliff, one of the most beautiful and desirable areas of Scarborough.  Only a minute walk from the Esplanade that looks over the South Bay, Carlton House offers quiet, comfortable and relaxing atmosphere for your stay in Scarborough. Very convenient for a stroll in the Italian Gardens that lead to the Scarborough Spa Complex, the beach, the sea front attractions, cafes, restaurants and the Harbour. If you do not fancy walking, the Victorian lift is within walking distance on the Esplanade and it is one of the most loved features in town. For a night out, over the Spa Bridge, the town centre is within 10-15 minutes walking distance. We are within 20 min walk from the train station over the Valley Bridge or a short taxi ride away.","1-3 Carlton Terrace, Scarborough, North Yorkshire, YO11 2DE",http://www.carltonhousescarborough.com/,https://www.yorkshire.com/view/accommodation/scarborough/carlton-house-scarborough-2108467
Carlton Towers,"If you would like to hold an important and memorable event somewhere unique, abound with character and thoroughly English, Carlton Towers could be your ideal venue. And it might just be Yorkshire's best kept secret…","Carlton Towers, Carlton, Nr Selby, North Yorkshire, DN14 9LZ",http://www.carltontowers.co.uk,https://www.yorkshire.com/view/accommodation/nr-selby/carlton-towers-979413
Capple Bank Farm,"Having been awarded AA 5* status in 2008, we offer two lovely bedrooms both newly decorated and in excellent order. One bedroom has a king size bed and the other antique twin beds. Both rooms have thier own en-suite bathrooms with separate bath and shower facilities ensuring guests have their privacy and all home comforts.","West Witton, Leyburn, North Yorkshire, DL8 4ND",http://www.capplebankfarm.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/capple-bank-farm-833020
Captain Cook Inn,"5 minute walk to pictureque fishing villagen and 10 minute walk to harbour and sea. The cliffs and beach of geological interest. There is an hourly bus service to Whitby, Guisborough or Middlesbrough. Listed in camra good break guide for 8 consecutive years. Cleveland camra pub of the year 2000 and summer pub of season 2000, 2002, 2004 and 2007. Situated in attractive walking country and close to Cleveland Way cliff path.","60 Staithes Lane, Staithes, Saltburn-by-the-sea, North Yorkshire, TS13 5AD",http://www.captaincookinn.co.uk,https://www.yorkshire.com/view/accommodation/saltburn-by-the-sea/captain-cook-inn-108864
Cawood Holiday Park,"Cawood Holiday Park is one of the family run Yorkshire Holiday Parks. Open to tourers all year round, Cawood Holiday Park is located on the south side of York. The site is family and dog friendly.","Ryther Road, Cawood, York, North Yorkshire, YO8 3TT",http://www.cawoodpark.com,https://www.yorkshire.com/view/accommodation/york/cawood-holiday-park-2040764
Carr Hall Castle,Welcome to Carr Hall Castle,"Holywell Green, Halifax, HX4 9DH",http://www.carrhallcastle.co.uk,https://www.yorkshire.com/view/accommodation/halifax/carr-hall-castle-2092000
Burtree Lakes,"The park itself is a haven for a variety of wildlife, set within our lakes and grassland with walks around the site and lakes.","Little Crakehall, Bedale, North Yorkshire, DL8 1LB",https://burtreelakes.campmanager.com/CheckAvailability.asp,https://www.yorkshire.com/view/accommodation/bedale/burtree-lakes-2096786
Camp Katur,,"The Camp Hill Estate, Kirklington, Bedale, North Yorkshire, DL8 2LS",http://www.campkatur.com/,https://www.yorkshire.com/view/accommodation/bedale/camp-katur-2032165
Cawder Hall Cottages,"Our self catering cottage holiday accommodation based in Skipton, Yorkshire offers semi rural, countrysdie location which is ideal for dales breaks, England, UK.","Cawder Hall Cottages, Cawder Lane, Skipton, North Yorkshire, BD23 2TD",http://www.cawderhallcottages.co.uk,https://www.yorkshire.com/view/accommodation/skipton/cawder-hall-cottages-1473391
Cambridge House,"Cambridge House has five en-suite bedrooms, all with spectacular, south facing views across Swaledale. The guest accommodation comprises of three double rooms, one twin room and one single room; a south facing guest conservatory; a guest lounge with a log fire; dining room; drying room and laundry facilities; garden and patio area; off road parking; secure bike storage and boot and cycle cleaning facilities. The double and twin rooms have both a bath and shower, ideal for a long soak after a days’ walking or cycling, while the single room has a power shower.","Arkengarthdale Road, Reeth, Richmond, North Yorkshire, DL11 6QX",http://www.cambridgehousereeth.co.uk,https://www.yorkshire.com/view/accommodation/richmond/cambridge-house-479794
Castle Howard Lakeside Holiday Park,,"Castle Howard Estate Ltd, Malton, North Yorkshire, YO60 7DA",http://www.castlehoward.co.uk,https://www.yorkshire.com/view/accommodation/malton/castle-howard-lakeside-holiday-park-75197
Castle Howard Holiday Cottages,"One day is rarely enough to fully experience Castle Howard and the surrounding towns, countryside, moor and coast of Yorkshire so stay a little longer in our idyllic estate village Coneysthorpe.","Coneysthorpe, York, North Yorkshire, YO60 7DD",https://www.castlehoward.co.uk/DB/holiday-cottages-2/librarians-cottage,https://www.yorkshire.com/view/accommodation/york/castle-howard-holiday-cottages-2107541
Byre Cottage & Swallow Cottage,"Swallow and Byre Cottages have been sympathetically converted from farm buildings and are set in a quiet rural location.  They are only a 5 minute drive from the Cathedral City of Ripon with its renowned Cathedral Choir, open air market, shops, restaurants and pubs. ","Moor End Farm, Knaresborough Road, Ripon, North Yorkshire, HG4 3LU",,https://www.yorkshire.com/view/accommodation/ripon/byre-cottage-and-swallow-cottage-178772
Cauldron Falls Apartment,"The old watermill occupies a superb location by Walden Beck, with nearby waterfalls, pools and a pack horse bridge. The waterfall pools provide swimming on the doorstep and fishing is permitted in season to resident holidaymakers. Numerous footpaths cross the nearby dales and hills providing spectacular views and clean bracing air. West Burton is recognised as one of the loveliest villages in the Yorkshire Dales and is unique with its large green, market cross, stocks and no through traffic. ","Cauldron Falls Apartment, West Burton, Leyburn, North Yorkshire, DL8 4JW",http://www.stayinwensleydale.com/cauldron-falls.html,https://www.yorkshire.com/view/accommodation/leyburn/cauldron-falls-apartment-75873
Byre Cottage,"Just 2 miles from the coast, on the edge of the picturesque village of Dunsley and surrounded by beautiful countryside, this attractive property occupies a delightful south-facing situation with lovely views towards the moors and Mulgrave Woods. One of a small cluster of barn conversions, it is set off a side lane down a small country road and enjoys shared use of a garden. The unspoilt resort of Sandsend just 2 miles away has breathtaking views of the sea and surrounding hills, and is at one end of 2½ miles of uninterrupted sandy beach which stretches to the west pier at Whitby.","Warnbeck Farm, Dunsley, North Yorkshire, YO21 3ST",http://www.yorkshirecoastalcottages.com,https://www.yorkshire.com/view/accommodation/dunsley/byre-cottage-997233
Catgill Campsite,FROM SPRING 2019 WE’LL HAVE ELECTRIC HOOK UP PITCHES AVAILABLE,"Bolton Abbey, Nr.skipton, North Yorkshire, BD23 6HA",http://www.catgillcampsite.co.uk/tariff,https://www.yorkshire.com/view/accommodation/nrskipton/catgill-campsite-1526298
Castle Haven,"This attractive ground floor apartment is the ideal base for your holiday in Scarborough, being one in a large converted Victorian terrace and is a nice quiet block. It has all the home comforts you would need, including full central heating. Large comfy lounge which has traditional oak fireplace with electric coal effect fire, Sony Playstation with variety of games, there is a large two seater sofa bed with spring mattress, leather three seater sofa, dining table to seat five, flat screen tv with digital stations, and DVD player. The large bay window has a pleasant outlook over the Albemarle Crescent gardens and church with views to St Mary's Church and Castle. this has ample parking around the park and scratch cards are provided for the duration of your stay. ","40 Albemarle Crescent, Scarborough, North Yorkshire, YO11 1XS",http://www.scarboroughholidayaccommodation.co.uk/,https://www.yorkshire.com/view/accommodation/scarborough/castle-haven-1236762
Carr House Farm,"C16th Carr House Farm - Idyllic home of Anna and Jack - an officially nominated friendly face of North Yorkshire, who will share their knowledge of the countryside with you,enabling you to get the most from your stay.","Ampleforth, Helmsley, North Yorkshire, YO62 4ED",http://www.carrhousefarm.co.uk/booking-enquiry/,https://www.yorkshire.com/view/accommodation/helmsley/carr-house-farm-74484
Cedar Court Hotel Huddersfield / Halifax,Welcome to Huddersfield’s only 4-star hotel and one of the best located hotels in Yorkshire.,"M62 Exit 24, Huddersfield, West Yorkshire, HD3 3RH",http://www.cedarcourthotels.co.uk,https://www.yorkshire.com/view/accommodation/huddersfield/cedar-court-hotel-huddersfield-halifax-71870
Castle House Farm Cottages,Castle House Farm Cottages are ideally located between Huddersfield and Holmfirth in the rural South Pennine area of Yorkshire. ,"Castle House Farm, Castle Hill, Huddersfield, West Yorkshire, HD4 6TS",http://www.castlehousefarm.co.uk,https://www.yorkshire.com/view/accommodation/huddersfield/castle-house-farm-cottages-175498
Cawthorne House,"Jayne and Steve would like to welcome you to their home, Cawthorne House, a Grade II listed building, situated in the bustling market town of Pickering.","42 Eastgate, Pickering, North Yorkshire, YO18 7DU",http://www.cawthornehouse.com,https://www.yorkshire.com/view/accommodation/pickering/cawthorne-house-77547
Cayton Village Caravan Park,The very best of coastal and country…so near to major attractions yet idyllically peaceful… this is Cayton Village Caravan Park.,"Mill Lane, Cayton Bay, Scarborough, North Yorkshire, YO11 3NN",https://www.caravanclub.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/cayton-village-caravan-park-77310
Cedar Court Hotel Bradford/Leeds,Our Leeds / Bradford hotel is so called because of its closeness to both of these vibrant Yorkshire cities.,"Mayo Avenue (top Of The M606), Off Rooley Lane, Bradford, West Yorkshire, BD5 8HW",http://www.cedarcourthotels.co.uk,https://www.yorkshire.com/view/accommodation/bradford/cedar-court-hotel-bradfordleeds-73077
Cedar Court Hotel Wakefield,"Welcome to the original Cedar Court Hotel. Ideally located just off junction 39 on the M1, our well-established and much-loved 4-star hotel encapsulates the warmth and hospitality of Yorkshire. ","Denby Dale Road, Calder Grove, Wakefield, West Yorkshire, WF4 3QZ",http://www.cedarcourthotels.co.uk,https://www.yorkshire.com/view/accommodation/wakefield/cedar-court-hotel-wakefield-73103
Cedar Retreats,"West Tanfield, luxury lodges for purchase and rent","Cedar Retreats, West Tanfield, North Yorkshire, HG4 5LH",http://www.cedarretreats.co.uk,https://www.yorkshire.com/view/accommodation/west-tanfield/cedar-retreats-2036846
Cayton Bay - Parkdean Resorts,"Located on the Yorkshire coast, Cayton Bay Holiday Park makes the perfect location for a seaside holiday, with the seaside resort of Scarborough being just a stone’s throw away. Spend your time relaxing on the beautiful Scarborough beaches or stay on park to explore everything Cayton Bay has to offer. With a great range of action-packed activities, you’ll always find something to keep the family entertained.","Mill Lane, Cayton Bay, Scarborough, North Yorkshire, YO11 3NJ",https://www.parkdeanresorts.co.uk/,https://www.yorkshire.com/view/accommodation/scarborough/cayton-bay-parkdean-resorts-2066001
Chalet at Cairnacre,"All bedding, quality towels and electricity are fully inclusive. Off road parking, garden seating and a barbeque are available. We offer some extra facilites for cyclists and walkers. Some features, such as handrails, will help those who find walking difficult, but regrettably wheelchair users would find this accommodation unsuitable. ","Chalet At Cairnacre, Midgehole, Hebden Bridge, West Yorkshire, HX7 7AL",,https://www.yorkshire.com/view/accommodation/hebden-bridge/chalet-at-cairnacre-439360
Cedar Court Hotel Harrogate,"Overlooking the famous 200 acre Stray parkland, the historic Grade II listed BEST WESTERN Cedar Court Hotel Harrogate dates back to 1671 and sits on the site of the town's first ever hotel.","Park Parade, Off Knaresborough Road, Harrogate, North Yorkshire, HG1 5AH",http://www.cedarcourthotels.co.uk/harrogate,https://www.yorkshire.com/view/accommodation/harrogate/cedar-court-hotel-harrogate-75104
Church Farm Cottages - The Plovery,Church Farm is home to three stylish self-catering cottages in the Yorkshire Wolds. We are situated along a quiet lane close to the historic Norman church of St Michael & All Angels in the village of Garton on the Wolds near Driffield.,"Church Farm, Garton on the Wolds, Driffield, East Yorkshire, YO25 3ES",http://www.churchfarmgarton.co.uk/,https://www.yorkshire.com/view/accommodation/driffield/church-farm-cottages-the-plovery-2112615
Cayley Halls,"Cayley Halls is situated on the southern outskirts of Scarborough, with the rugged Jurassic Coastline and the North Yorkshire Moors on its doorstep, makes it the perfect base from which to explore all that the Yorkshire Coast has to offer.","Scarborough TEC, Filey Road, Scarborough, North Yorkshire, YO11 3AZ",https://scarboroughtec.ac.uk/,https://www.yorkshire.com/view/accommodation/scarborough/cayley-halls-2095399
Church Farm Cottages - The Granary,Church Farm is home to three stylish self-catering cottages in the Yorkshire Wolds. We are situated along a quiet lane close to the historic Norman church of St Michael & All Angels in the village of Garton on the Wolds near Driffield.,"Church Farm, Garton on the Wolds, Driffield, East Yorkshire, YO25 3ES",http://www.churchfarmgarton.co.uk/,https://www.yorkshire.com/view/accommodation/driffield/church-farm-cottages-the-granary-2112632
Cherry Tree House,"Large 3 bedroomed semi-detached house that comfortably sleeps up to 6 people. Great location in nice residential area, close to the beach, town centre, Spa entertainment complex and harbour. DISCOUNTS for 2 and 4 persons using the property.","112 Cardigan Road, Bridlington, East Riding Of Yorkshire, YO15 3LR",http://www.baysideholidays.co.uk,https://www.yorkshire.com/view/accommodation/bridlington/cherry-tree-house-515810
Church Farm Cottages,Church Farm is home to three stylish and comfortable self-catering cottages in the Yorkshire Wolds. We are situated along a quiet lane close to the historic Norman church of St Michael & All Angels in the village of Garton on the Wolds near Driffield.,"Church Farm, Garton on the Wolds, Driffield, East Yorkshire, YO25 3ES",http://www.churchfarmgarton.co.uk/,https://www.yorkshire.com/view/accommodation/driffield/church-farm-cottages-2112601
Church Farm Cottages - Foldyard Cottage,Church Farm is home to three stylish self-catering cottages in the Yorkshire Wolds. We are situated along a quiet lane close to the historic Norman church of St Michael & All Angels in the village of Garton on the Wolds near Driffield.,"Church Farm, Garton on the Wolds, Driffield, East Yorkshire, YO25 3ES",http://www.churchfarmgarton.co.uk/,https://www.yorkshire.com/view/accommodation/driffield/church-farm-cottages-foldyard-cottage-2112626
Clarion Lodge Campsite & Wigwams,"Clarion Lodge Campsite is a small family run campsite on Otley Chevin, West Yorkshire with spectacular views over the attractive countryside in Mid-Wharfedale.","West Chevin Road , Menston , Ilkley , West Yorkshire, LS29 6BG",https://www.wigwamholidays.com/clarion-lodge/book,https://www.yorkshire.com/view/accommodation/ilkley/clarion-lodge-campsite-and-wigwams-2032744
Cliff Cottages,"Our 3 bedroom cottage has stunning countryside views due to its location. With a wood burner and cosy decor it’s the perfect bolt hole for couple and families alike. Cecil cottage sleeps up to 5 guests and has a fully equipped kitchen inc dishwasher/wm & microwave. The bathroom fully refurbished is located downstairs. The cottage boasts it’s own garden with fruit trees. The cottage is a short drive 0.9miles from the centre of Helmsley where you can find many tearooms, pubs & independent shops","Cliff Stud, Carlton Road, Helmsley, North Yorkshire, YO62 5HG",http://www.cliffcottages.co.uk,https://www.yorkshire.com/view/accommodation/helmsley/cliff-cottages-2108249
Chapter Two Accommodation,Recently refurbished Chapter Two Bar dates back to the late 16th century.,"5 Market Place, Malton, North Yorkshire, YO17 7LP",http://www.chapteronebistro.co.uk/,https://www.yorkshire.com/view/accommodation/malton/chapter-two-accommodation-2054747
Clumber Park Camping,"Clumber Park, situated in the heart of Sherwood Forest, is a 3800 acre estate owned by the National Trust.  The campsite set in 4 acres of the magnificent parkland has 39 tent pitches and 6 camping cabins.","National Trust, Clumber Park Office, Worksop, S80 3BE",http://www.nationaltrust.org.uk/clumber-park,https://www.yorkshire.com/view/accommodation/worksop/clumber-park-camping-2031022
Clipstone Cottage,"Park Street is one of the small streets leading from the market place in Masham with rows of finely built terraced cottages. Clipstone is one such, stone built, cottage to sleep 4 plus 1 dog near one of the narrow wynds that break the line of terraces and provides access to the rear of the cottages and their gardens.","Masham, North Yorkshire, HG4 4HN",https://www.countryhideaways.co.uk/cottages/nidderdale/masham/clipstone-cottage,https://www.yorkshire.com/view/accommodation/masham/clipstone-cottage-698183
Cliff Farm Camping Barn,,"Cliff Farm Camping Barn, Sinnington, North Yorkshire, YO62 6SS",http://www.clifffarmholidays.com,https://www.yorkshire.com/view/accommodation/sinnington/cliff-farm-camping-barn-2036661
Clyde House,"Clyde House is a period property and is situated in the centre of Leyburn, it dates from approximately 1750. ","5 Railway Street, Leyburn, North Yorkshire, DL8 5AY",http://www.clydehouse.com,https://www.yorkshire.com/view/accommodation/leyburn/clyde-house-72718
Cliffside,"The atmosphere at the Cliffside is warm and friendly, with everything personally prepared and supervised. Cliffside has been family owned for 27 years and is run by proprietors Gareth and Jennifer Plant.","79-81 Queens Parade, Scarborough, North Yorkshire, YO12 7HH",https://portal.freetobook.com/reservations?w_id=16491&w_tkn=QERAk8jWVXwvO2Q00ut3JQt52gaHzobpOilCozqD52QYA5z7pGfn9bwLu2rvk,https://www.yorkshire.com/view/accommodation/scarborough/cliffside-75503
Chatsworth Estate Holiday Cottages,Owned by the Duke of Devonshire the Chatsworth Estate Holiday Cottages located on and around Chatsworth and the Peak District are perfect for a weekend break or a longer stay with family or friends. Each cottage has its own identity and has been fitted out to the highest standard in keeping with the Devonshire Hotels & Restaurants brand. Our cottages can accommodate up to 10 people with Manifold Farmhouse being our largest property. However for larger groups why not book the adjoining cottages to make for the ideal family holiday location. Taking our Upperdale Collection as an example book all 4 cottages and you can accommodate up to 18 guests at this gorgeous riverside location with easy access to the Monsal Trail and Bakewell.  On the Chatsworth Estate itself the delightful Gardener’s Cottage stands prominent at the entrance to the Estate and the dominant structure of the Hunting Tower stands prominent boasting amazing views over Chatsworth House and the Estate.,"Chatsworth Estate, DE45 1PH",http://www.chatsworthcottages.co.uk/,https://www.yorkshire.com/view/accommodation/chatsworth-estate-holiday-cottages-2082827
Cherry Tree Cottage,Cherry Tree Cottage to sleep 4 is a quaint stone built cottage which offers delightful accommodation lovingly cared for and interestingly converted with its bedrooms at ground level and living space on the first floor. The cottage sits peacefully in a small cul-de-sac just a few paces from the village green and has a private paved garden to the side.,"West Burton, Leyburn, North Yorkshire, DL8 4JW",https://www.countryhideaways.co.uk/cottages/wensleydale/west-burton/cherry-tree-cottage,https://www.yorkshire.com/view/accommodation/leyburn/cherry-tree-cottage-74652
Clock Farm House,"A Yorkshire welcome awaits you at this stunning 5 bedroom luxury self catering holiday home, offering five stat ""Gold Award"" accommodation, in a delightful rural location south east of the city, approximately a mile off the A64, 2 miles from the Grimston Park and Ride, it is ideally situated to explore the city, its many attractions and all this magnicient county has to offer.","Clock House Farm, Elvington Lane, York, North Yorkshire, YO19 5LU",http://clockfarmholidays.co.uk/booking-availability/,https://www.yorkshire.com/view/accommodation/york/clock-farm-house-1672831
Cliff View,"Cliff View Bed and Breakfast in picturesque Sandsend - near Whitby, North Yorkshire is the perfect peaceful location from which to explore Sandsend, Whitby, the nearby North Yorkshire Moors and all that this beautiful stretch of North Yorkshire coast has to offer.","East Row, Sandsend, North Yorkshire, YO21 3SU",http://www.cliffviewsandsend.co.uk,https://www.yorkshire.com/view/accommodation/sandsend/cliff-view-1195903
Cliff House Country Cottages,"In a perfect location for exploring the delights of the Yorkshire countryside and the Moors and Coast, the pretty stone and pantile cottages at Cliff House have been converted from farm buildings and are all clustered around the delightful gravelled courtyard. The four acre grounds include a Victorian walled garden, wooded walks and a childrens play area with a unique and ancient pyramid-shaped yew tree tree-house. Facilities include an indoor heated swimming pool and games room. All cottages have their own private parking space and larger cottages have open fires. Bed linen and towels are provided free of charge as is the use of cots and highchairs.","Ebberston, Nr Scarborough, Pickering, North Yorkshire, YO13 9PA",http://www.cliffhouseholidaycottages.co.uk/guestlink.php ,https://www.yorkshire.com/view/accommodation/pickering/cliff-house-country-cottages-72973
Cliff Farm Holidays,"We are located 3 miles from Pickering, the gateway to the North Yorkshire Moors. The rugged moorland, deep valleys, forests and spectacular coastline make this area ideal for a touring holiday with plenty of outdoor activities.","Cliff Farm, Sinnington, North Yorkshire, YO62 6SS",http://www.clifffarmholidays.com,https://www.yorkshire.com/view/accommodation/sinnington/cliff-farm-holidays-499111
Cliff House,"A house of character in excellent position, superb views of harbour, sea, cliffs and town. Well equipped with double glazing and heating. ","North Yorkshire, Whitby, North Yorkshire, YO213DD",http://www.cliffhousewhitby.co.uk,https://www.yorkshire.com/view/accommodation/whitby/cliff-house-75232
Cononley Hall Bed & Breakfast,Luxury 5 Star B&B in a quiet Yorkshire Village,"Main Street, Cononley, Skipton, North Yorkshire, BD20 8LJ",http://www.guesthouseskipton.co.uk/,https://www.yorkshire.com/view/accommodation/skipton/cononley-hall-bed-and-breakfast-2037519
Coniston Guest House,Coniston Guest House is located  to the north of Sheffield in a detached Victorian house. Approximately 2.5 miles to the City Centre. Good tram access to City Centre. Only 5 minutes from the countryside and 3 miles from Sheffield Arena. Close to Sheffield Wednesday football ground.   Nearby attractions include Magna and Meadowhall.,"90 Beechwood Road, Hillsborough, Sheffield, South Yorkshire, S6 4LQ",http://www.conistonguesthouse.co.uk,https://www.yorkshire.com/view/accommodation/sheffield/coniston-guest-house-74562
Coddy's Farm,"Located in Pennine Yorkshire, with the Peak District on our doorstep and stunning views across the Holme Valley a warm Yorkshire welcome awaits when you stay on our working farm. Fill your days exploring the countryside, take time to learn a new skill with seasonal cookery and butchery courses held onsite throughout the year and join Andrew for a hands on muddy boot tour of our farm, indulge in local produce from our farm shop or simply soak up the scenery from our breakfast room.","Lower Whitegate Farm, Holmbridge, Holmfirth, West Yorkshire, HD9 2TH",http://www.coddysfarm.co.uk/bedandbreakfast.html,https://www.yorkshire.com/view/accommodation/holmfirth/coddys-farm-2036981
Corn Loft House,"Since 1992 Kath and Trevor Bellamy have provided 3 star accommodation in this beautiful Yorkshire stone property, built in 1863, right in the heart of Summer Wine Country.","146 Woodhead Road, Holmbridge, Holmfirth, West Yorkshire, HD9 2NL",,https://www.yorkshire.com/view/accommodation/holmfirth/corn-loft-house-721752
Copthorne Hotel Sheffield,"The Copthorne Hotel Sheffield is a modern hotel, ideally located on Bramall Lane, close to the heart of the city centre.","Bramall Lane, Sheffield, S2 4SU",http://www.millenniumhotels.com/Sheffield,https://www.yorkshire.com/view/accommodation/sheffield/copthorne-hotel-sheffield-2057479
Coppice Guest House,"Coppice Guest House is centrally located in Harrogate. A high standard of accommodation awaits you, with a reputation for excellent food and a warm friendly welcome. All rooms are ensuite with tea and coffee, iron and hairdriers are available. Free WIFI internet. Quietly located off Kings Road, five minutes' walk from elegant shops and gardens of the Town Centre. Just three minutes' walk from the Conference Centre. Ideal location to explore the natural beauty of the Yorkshire Dales. Midway stop Edinburgh - London.","9 Studley Road, Harrogate, North Yorkshire, HG1 5JU",http://www.guesthouseharrogate.com/,https://www.yorkshire.com/view/accommodation/harrogate/coppice-guest-house-71898
Constable Burton Hall Caravan Park,"Constable Burton Hall Caravan Park is situated in the beautiful mature parkland of Constable Burton Hall. Set behind the walls to the old deer park and extending across picturesque farmland, the spacious site gives a real sense of peace and tranquility.","Constable Burton Hall Caravan Park, Constable Burton, Leyburn, North Yorkshire, DL8 5LJ",http://www.cbcaravanpark.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/constable-burton-hall-caravan-park-77854
Cocketts 1688,"In the last three years we have added three superior bedrooms which have the benefit of king size beds, nice views and dressing gowns. All out bedrooms have en suites facilities some with showers and some with baths, hospitality trays, TV and Gilchrist and Soames toiletries. Our restaurant which is open to non-residents as well as residents offers a varied manu and we also have an extensive wine list. Our chef has been at Cocketts for 21 years.","Market Place, Hawes, North Yorkshire, DL8 3RD",http://www.cocketts.co.uk,https://www.yorkshire.com/view/accommodation/hawes/cocketts-1688-71486
Conway Cottage,"Conway Cottage is a newly refurbished luxury 4 Star Gold Award apartment situated in the heart of York. This self-catering first floor holiday apartment houses a bedroom with king size luxury pocket sprung bed and fitted furniture with ample storage. Fully fitted kitchen with washer, ceramic electric hob, electric oven, fridge-freezer, microwave and all items required for preparing and cooking needs, bathroom with shower and lounge with single sofa bed, wide screen TV, DVD Blu-ray player and solid oak dining table for three people.","1 Wellington Street, York, North Yorkshire, YO10 5BD",http://www.holidayletsyork.com/,https://www.yorkshire.com/view/accommodation/york/conway-cottage-1559840
Corn Loft House B&B,"Originally a Corn Merchants, our traditional Yorkshire cottage provides a warm and friendly atmosphere for everyone that comes to stay.  Outside the door our summer hanging baskets burst with blooms, and you'll find us in the heart of village life.  Our rooms are en-suite, two of which have four poster beds, and you can be sure of a scrumptious full English breakfast to fuel your exploration of Holmfirth in Pennine Yorkshire.","146 Woodhead Road, Holmbridge, Holmfirth, West Yorkshire, HD9 2NL",http://www.cornloftguesthouse.co.uk,https://www.yorkshire.com/view/accommodation/holmfirth/corn-loft-house-bandb-73480
Cober Hill Hotel,"Cober Hill is a 1920's Victorian mansion, steeped in history and set in 11 acres of stunning grounds nestled in the North York Moors National Park and Heritage Coast.","Newlands Road, Cloughton, Scarborough, North Yorkshire, YO13 0AR",http://www.coberhill.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/cober-hill-hotel-77887
Crab & Lobster Cottage,"Crab & Lobster Cottage, Runswick Bay is a cosy former fisherman's cottage located in the heart of this beautiful coastal village. ","Crab & Lobster Cottage, Runswick Bay, North Yorkshire, TS13 5HU",http://www.romanticcottageholidays.co.uk,https://www.yorkshire.com/view/accommodation/runswick-bay/crab-and-lobster-cottage-1207772
Cote Ghyll Caravan & Camping Park,"A 5* Park located in an idyllic, peaceful valley in the North York Moors National Park, Cote Ghyll provides a welcoming and relaxed atmosphere. ","Osmotherley, Northallerton, North Yorkshire, DL6 3AH",http://www.coteghyll.com,https://www.yorkshire.com/view/accommodation/northallerton/cote-ghyll-caravan-and-camping-park-77773
Cote Ghyll Mill (YHA),"Situated in the picturesque village of Osmotherley on the doorstep of the North York Moors, Cote Ghyll Mill provides the perfect base for walking, cycling and exploring North Yorkshire.","Osmotherley, Northallerton, North Yorkshire, DL6 3AH",http://www.coteghyll.com/book-online/,https://www.yorkshire.com/view/accommodation/northallerton/cote-ghyll-mill-yha-2079171
Cow Close Caravan & Camping,"We don’t think you will be disappointed if you choose Cow Close as your destination for a couple of nights away or a longer stay.  We cater for caravans, motorhomes and tents with 22 electric hook-up pitches on grass and hardstandings.  There is an area of the site for campers.  Our amenity block is brand new for the 2017 season and offers toilets, hot showers, hairdryer and shaver points.  We have dishwashing facilities and recycling points as well as information about local attractions and events.  WiFi is available. We are open 1","Barden Moor, Leyburn, North Yorkshire, DL8 5JJ",http://www.cowclosecaravanandcamping.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/cow-close-caravan-and-camping-2085822
Cowlingholme Cottage,"Cowlingholme Cottage is a delightful detached stone cottage to sleep 4 plus 1 dog, situated behind the main street of this busy village.","Askrigg, Leyburn, North Yorkshire, DL8 3HZ",https://www.countryhideaways.co.uk/cottages/wensleydale/askrigg/cowlingholme-cottage  ,https://www.yorkshire.com/view/accommodation/leyburn/cowlingholme-cottage-76750
